Variant,Scope,Seed,Epoch,GoldLoss,PseudoLoss,TotalLoss,LearningRate,ElapsedSeconds,PseudoMass::ACL,PseudoMass::MCL,PseudoMass::Medial Meniscus,PseudoMass::Lateral Meniscus,PseudoMass::Medial OA,PseudoMass::Lateral OA,PseudoMass::PF OA,PseudoMass::Effusion,PseudoMass::Synovitis,PseudoMass::Baker's,PseudoMass::Contusion,PseudoMass::Fracture
w60,full_all58,6003,12,0.01833368491497822,0.6645643375813961,0.09013709216378629,0.0005845868226110556,24.02763605117798,689.3000020980835,696.7999992370605,994.4999904632568,1041.4000205993652,1837.3349914550781,1820.3766479492188,1850.611171722412,948.8999843597412,1860.94388961792,546.5999937057495,147.29999780654907,337.8000030517578
w60,full_all58,6003,13,0.015304971195291728,0.6550948973745108,0.08639274188317358,0.0005122725651789991,26.068097829818726,704.1999979019165,691.8000020980835,976.4000053405762,1097.7000198364258,1849.6168518066406,1828.3966445922852,1855.8013038635254,977.6999969482422,1868.515769958496,562.5000057220459,154.91999661922455,339.80000162124634
w60,full_all58,6003,14,0.012275751534616575,0.6475892420858145,0.08286614017561078,0.0004396991936229908,28.102391719818115,689.4000005722046,664.0000019073486,970.2000007629395,1076.100025177002,1839.7978973388672,1834.1447372436523,1869.8924827575684,930.6999969482422,1875.1495666503906,552.2999935150146,156.0599982738495,337.60000133514404
w60,full_all58,6003,15,0.010278971400111914,0.645339410752058,0.08084124303422868,0.000368399219715606,30.129247665405273,670.3999977111816,666.0999984741211,961.3999919891357,1035.5000133514404,1831.9797325134277,1842.6746253967285,1870.2832069396973,966.8999919891357,1875.8066368103027,555.9000034332275,169.8599979877472,319.8000030517578
w60,full_all58,6003,16,0.00943091933731921,0.6419452149420977,0.079710285179317,0.0002998782652442116,32.15186047554016,692.7999992370605,675.700005531311,1002.1000080108643,1070.1000080108643,1852.6262893676758,1828.0717430114746,1860.6741905212402,957.9999923706055,1860.5546836853027,557.9999980926514,164.33999681472778,351.09999895095825
w60,full_all58,6003,17,0.008233579646912403,0.6381542589515448,0.07822476676665246,0.0002355832682129828,34.194533824920654,674.6999979019165,655.4000005722046,991.1999988555908,1055.6000080108643,1846.9846458435059,1840.0475273132324,1850.6680450439453,950.3999977111816,1870.3273887634277,573.9999961853027,148.43999600410461,342.8999996185303
w60,full_all58,6003,18,0.008046811301028356,0.6395893674343824,0.07821820699609816,0.00017687192825410517,36.24031066894531,687.1999950408936,694.5,980.5000038146973,1076.400016784668,1835.7055549621582,1837.1636276245117,1863.3450202941895,956.6000003814697,1866.6703453063965,574.2000026702881,145.85999834537506,321.1000018119812
w60,full_all58,6003,19,0.007827806286513805,0.6364490650594234,0.07767461333423853,0.0001249840364609445,38.27019643783569,667.9999961853027,667.8000011444092,940.5999984741211,1046.5000190734863,1854.1712532043457,1837.9210624694824,1863.8671493530273,950.2999992370605,1873.8657760620117,538.0000009536743,145.3199976682663,293.0999987125397
w60,full_all58,6003,20,0.007609868087456562,0.6346766781061888,0.07728395820595324,8.10152950631509e-05,40.3188533782959,701.7999992370605,684.2000026702881,986.3999900817871,1070.600019454956,1853.1132774353027,1834.5742530822754,1851.7826805114746,980.5999774932861,1870.16410446167,566.5000057220459,156.8399956226349,337.09999990463257
w60,full_all58,6003,21,0.007022464254987426,0.6334587018936872,0.07662649103440344,4.589417978636221e-05,42.37258291244507,669.7999992370605,690.6999969482422,996.9000091552734,1090.9000186920166,1849.244930267334,1834.1623916625977,1867.0032958984375,956.699987411499,1870.321662902832,566.0000104904175,142.37999749183655,328.8999996185303
w60,full_all58,6003,22,0.007364483826677315,0.633900722488761,0.07697962154634297,2.0362333487643505e-05,44.39191150665283,653.000002861023,685.7000017166138,984.9000148773193,1061.5000095367432,1851.8811645507812,1830.954574584961,1861.890537261963,927.7999858856201,1867.4171562194824,547.7999982833862,147.17999720573425,326.600004196167
w60,full_all58,6003,23,0.006838298169896007,0.6350834406912327,0.07664331467822194,4.958905088830256e-06,46.44429874420166,701.5999956130981,678.5000076293945,977.1000022888184,1072.3000087738037,1840.9565658569336,1831.2869110107422,1852.5477409362793,966.6999931335449,1876.6357765197754,576.6999940872192,146.2799973487854,350.70000171661377
w60,full_all58,6003,24,0.006574771992745809,0.6304740477353334,0.07589691411703825,9.164518176878753e-09,48.53107476234436,653.0000019073486,693.9999990463257,969.8000049591064,1064.1000003814697,1844.2296333312988,1837.7427215576172,1866.4612579345703,968.699987411499,1870.063735961914,538.3000049591064,152.75999784469604,319.59999799728394
