Variant,Scope,Seed,Epoch,GoldLoss,PseudoLoss,TotalLoss,LearningRate,ElapsedSeconds,PseudoMass::ACL,PseudoMass::MCL,PseudoMass::Medial Meniscus,PseudoMass::Lateral Meniscus,PseudoMass::Medial OA,PseudoMass::Lateral OA,PseudoMass::PF OA,PseudoMass::Effusion,PseudoMass::Synovitis,PseudoMass::Baker's,PseudoMass::Contusion,PseudoMass::Fracture
w60,full_all58,6002,11,0.022574491158593446,0.693908367305994,0.09716714569367468,0.0006551149257877237,20.90257692337036,700.5000019073486,669.8000030517578,1024.100004196167,1078.9000034332275,1857.7630348205566,1838.7951316833496,1869.6396751403809,952.2000007629395,1858.6280784606934,559.899998664856,148.1999969482422,342.7999997138977
w60,full_all58,6002,12,0.015952942136209458,0.6653897278010845,0.08811258571222425,0.0005845868226110556,22.85961675643921,656.2999973297119,658.0000057220459,952.6000003814697,1040.8999996185303,1851.5302391052246,1834.9076347351074,1854.3791961669922,925.2999801635742,1871.6727104187012,553.0000047683716,151.49999821186066,338.0000014305115
w60,full_all58,6002,13,0.013632589136250317,0.6567202173173428,0.08508677035570145,0.0005122725651789991,24.819565773010254,685.9000024795532,687.7000017166138,1013.4000129699707,1089.1000080108643,1853.4017868041992,1832.3983039855957,1852.7581062316895,962.5999889373779,1862.7014541625977,583.2999973297119,155.33999609947205,332.0
w60,full_all58,6002,14,0.012002438539639115,0.6532515753060579,0.08325234334915876,0.0004396991936229908,26.782110452651978,676.4000043869019,638.4000015258789,981.899995803833,1074.0000019073486,1851.765724182129,1840.1928062438965,1856.8823127746582,948.2999858856201,1856.7494621276855,530.3999967575073,156.23999667167664,326.39999866485596
w60,full_all58,6002,15,0.010709547059377655,0.6494082976132631,0.08167607616633177,0.000368399219715606,28.779858112335205,678.9000082015991,662.200005531311,948.9000053405762,1062.1000061035156,1851.602638244629,1853.2064323425293,1855.256908416748,944.7999782562256,1860.0469245910645,545.200008392334,149.57999920845032,334.49999952316284
w60,full_all58,6002,16,0.008626198483398184,0.6408695075660944,0.07887545600533485,0.0002998782652442116,30.780581951141357,701.3000049591064,693.0000047683716,980.9000072479248,1047.2000122070312,1848.2610206604004,1829.1732215881348,1859.9482765197754,919.8999938964844,1872.8332138061523,566.6000022888184,146.93999862670898,324.9999976158142
w60,full_all58,6002,17,0.008397942205192521,0.6405355278402567,0.07863545254804194,0.0002355832682129828,32.74869990348816,643.0000009536743,643.4000053405762,978.9999904632568,1028.900001525879,1836.1596946716309,1827.5164756774902,1855.5109977722168,942.9999923706055,1871.7923469543457,543.300012588501,142.4999988079071,312.7000000476837
w60,full_all58,6002,18,0.008136744450894184,0.637212922796607,0.07803409639745951,0.00017687192825410517,34.692559003829956,675.4000101089478,691.5999984741211,938.9999961853027,1035.6000118255615,1856.9272956848145,1858.1253547668457,1885.3994483947754,969.2999820709229,1884.6767883300781,545.4000015258789,147.47999620437622,330.9999985694885
w60,full_all58,6002,19,0.007544393825810403,0.6366236582398415,0.0774420911911875,0.0001249840364609445,36.64559745788574,682.6000099182129,682.0000019073486,965.6000003814697,1083.8000202178955,1842.0108604431152,1856.8963088989258,1864.1052856445312,950.1000022888184,1861.622169494629,532.3999977111816,152.69999814033508,334.00000381469727
w60,full_all58,6002,20,0.0072745676880003884,0.6367801148444414,0.0772196298930794,8.10152950631509e-05,38.58303666114807,661.0000009536743,684.9000034332275,989.5000076293945,1085.1000213623047,1849.3772087097168,1832.7454223632812,1849.9875259399414,966.2999954223633,1869.8673095703125,586.2999973297119,145.19999873638153,330.7000036239624
w60,full_all58,6002,21,0.00734563241712749,0.6348699126392603,0.07707055401988328,4.589417978636221e-05,40.52940511703491,679.1000061035156,652.4000015258789,971.5000057220459,1063.0000095367432,1853.065128326416,1833.596881866455,1859.5007667541504,968.0999946594238,1861.6019744873047,549.8000030517578,146.03999769687653,337.60000133514404
w60,full_all58,6002,22,0.006590381366549991,0.6341729499399662,0.07632177858613431,2.0362333487643505e-05,42.424482345581055,691.8000106811523,649.2000017166138,973.100004196167,1067.4000091552734,1851.5294342041016,1834.6028900146484,1869.9033279418945,974.299991607666,1863.9828605651855,567.5999946594238,160.73999738693237,349.20000171661377
w60,full_all58,6002,23,0.007125845368136652,0.6366512943059206,0.0770731174852699,4.958905088830256e-06,44.36723804473877,652.8000011444092,622.899998664856,985.1000080108643,1034.9999923706055,1856.0060119628906,1821.3121337890625,1853.6568412780762,941.0999889373779,1875.4413871765137,543.3000001907349,145.01999855041504,306.2000012397766
w60,full_all58,6002,24,0.006841291789896786,0.6344137452542782,0.07657156535424292,9.164518176878753e-09,46.32307004928589,678.4999980926514,653.8000011444092,1005.0000057220459,1066.5000133514404,1841.9300231933594,1835.9965629577637,1861.5989036560059,965.8999843597412,1872.5426483154297,556.7000102996826,137.57999742031097,327.8000020980835
