Language,Rank,Term,CorpusCount,ReportCountInLanguage
de,37,serie,131,262
de,38,darstellung der,129,262
de,39,der medialen,128,262
de,40,mcl,127,262
de,41,patella,127,262
de,42,intaktes,121,262
de,43,weichteile,118,262
de,44,darstellung des,118,262
de,45,gering,117,262
de,46,intakter knorpel,116,262
de,47,muskulatur,115,262
de,48,geringe,114,262
de,49,femorotibial,113,262
de,50,regelrechte darstellung,110,262
de,51,trochlea,109,262
de,52,tibiaplateau,105,262
de,53,lcl,101,262
de,54,oberflächliche,99,262
de,55,muskulatur und,99,262
de,56,ansonsten,99,262
de,57,oder,94,262
de,58,patellarsehne,93,262
de,59,geringer,92,262
de,60,knochenmarksignal intakter,92,262
de,61,die,91,262
de,62,signalgebung,89,262
de,63,pars,88,262
de,64,kompartiment regelrechtes,88,262
de,65,pars intermedia,87,262
de,66,intermedia,87,262
de,67,laterales,84,262
de,68,den,81,262
de,69,femurkondyle,81,262
de,70,kleine,81,262
de,71,unauffällig,79,262
de,72,mediales,79,262
de,73,der lateralen,77,262
de,74,kniegelenk,77,262
de,75,auch,77,262
de,76,bis,76,262
de,77,unauffällige darstellung,76,262
de,78,hinterhorn,74,262
de,79,intakte darstellung,72,262
de,80,knorpeldefekt,70,262
de,81,kollateralbänder,69,262
de,82,unauffälliger,69,262
de,83,gleitlager,68,262
de,84,knorpelbesatz,67,262
de,85,fokal,67,262
de,86,laterales kompartiment,67,262
de,87,mediales kompartiment,66,262
de,88,übrige,65,262
de,89,gleitlager und,65,262
de,90,femoropatellares,65,262
de,91,femoropatellares gleitlager,65,262
de,92,übrige weichteile,64,262
de,93,knorpel intakter,64,262
de,94,und übrige,64,262
de,95,in den,63,262
de,96,femoropatellar,62,262
de,97,im medialen,62,262
de,98,knorpelbelag,61,262
de,99,nach,61,262
de,100,und patellarsehne,60,262
el,1,του,2353,321
el,2,και,1587,321
el,3,με,1154,321
el,4,έσω,816,321
el,5,παρατηρείται,566,321
el,6,έξω,530,321
el,7,της,463,321
el,8,ευρήματα,463,321
el,9,τον,450,321
el,10,από,449,321
el,11,στο,443,321
el,12,από τον,392,321
el,13,έλεγχο,380,321
el,14,τον έλεγχο,375,321
el,15,στην,365,321
el,16,εξέταση,340,321
el,17,ακολουθίες,331,321
el,18,μηνίσκου,316,321
el,19,σε,313,321
el,20,τ1,304,321
el,21,με ακολουθίες,304,321
el,22,των,296,321
el,23,έλεγχο του,281,321
el,24,του έσω,280,321
el,25,υγρού,277,321
el,26,χωρίς,270,321
el,27,ρήξη,269,321
el,28,τεχνικη,260,321
el,29,σήματος,251,321
el,30,τεχνικη εξέταση,250,321
el,31,συλλογή,248,321
el,32,ευρηματα,247,321
el,33,χόνδρου,246,321
el,34,παρατηρούνται,235,321
el,35,αρθρικού,233,321
el,36,σήμα,229,321
el,37,έγινε,229,321
el,38,ελέγχεται,228,321
el,39,εξέταση έγινε,228,321
el,40,συλλογή υγρού,227,321
el,41,εντός,225,321
el,42,παλμών,219,321
el,43,λίπους,218,321
el,44,σήματος του,215,321
el,45,στον,215,321
el,46,ακολουθίες παλμών,214,321
el,47,αρθρικού χόνδρου,213,321
el,48,οι,213,321
el,49,του σήματος,212,321
el,50,του λίπους,212,321
el,51,τ2,211,321
el,52,οίδημα,210,321
el,53,πρωτονίων,209,321
el,54,πυκνότητας,207,321
el,55,καταστολή,206,321
el,56,πυκνότητας πρωτονίων,206,321
el,57,καταστολή του,206,321
el,58,παλμών τ1,204,321
el,59,πρωτονίων με,203,321
el,60,έγινε με,203,321
el,61,με καταστολή,203,321
el,62,του αρθρικού,199,321
el,63,μικρή,198,321
el,64,μηχανισμού,192,321
el,65,εκτατικού,189,321
el,66,εκτατικού μηχανισμού,189,321
el,67,εντός του,187,321
el,68,συνδέσμου,184,321
el,69,του έξω,183,321
el,70,του εκτατικού,182,321
el,71,δεν,179,321
el,72,την,175,321
el,73,φυσιολογικού,174,321
el,74,αναγνωρίζεται,173,321
el,75,του φυσιολογικού,171,321
el,76,κατά,170,321
el,77,καθώς,167,321
el,78,έσω μηνίσκου,166,321
el,79,το,165,321
el,80,βαθμιδωτής,159,321
el,81,παρουσία,159,321
el,82,τ2 βαθμιδωτής,158,321
el,83,ηχούς,158,321
el,84,βαθμιδωτής ηχούς,157,321
el,85,μηριαίου,157,321
el,86,οστικού,156,321
el,87,και τ2,155,321
el,88,παθολογικά,154,321
el,89,παθολογικά ευρήματα,154,321
el,90,χιαστού,151,321
el,91,γονατος,151,321
el,92,πρόσθιου,148,321
el,93,επιγονατίδας,146,321
el,94,κύστη,141,321
el,95,καθώς και,139,321
el,96,φυσιολογικού ελέγχεται,138,321
el,97,χόνδρος,137,321
el,98,αρθρικός χόνδρος,136,321
el,99,αρθρικός,136,321
el,100,εκφύλιση,136,321
en,1,the,14250,1735
en,2,of,11574,1735
en,3,and,8998,1735
en,4,medial,7962,1735
en,5,no,7760,1735
en,6,normal,7532,1735
en,7,is,7038,1735
en,8,lateral,6486,1735
en,9,of the,5291,1735
en,10,tear,4474,1735
en,11,with,4440,1735
en,12,ligament,4435,1735
en,13,meniscus,4341,1735
en,14,cartilage,4149,1735
en,15,knee,4037,1735
en,16,in,4030,1735
en,17,compartment,3639,1735
en,18,intact,3407,1735
en,19,posterior,3082,1735
en,20,at,2830,1735
en,21,patellar,2732,1735
en,22,patellofemoral,2702,1735
en,23,the medial,2654,1735
en,24,or,2598,1735
en,25,there,2492,1735
en,26,collateral,2456,1735
en,27,joint,2385,1735
en,28,there is,2337,1735
en,29,medial meniscus,2153,1735
en,30,cruciate,2078,1735
en,31,signal,2021,1735
en,32,mild,2014,1735
en,33,effusion,1997,1735
en,34,anterior,1943,1735
en,35,are,1890,1735
en,36,tendon,1825,1735
en,37,collateral ligament,1795,1735
en,38,lateral meniscus,1754,1735
en,39,edema,1741,1735
en,40,acl,1680,1735
en,41,horn,1677,1735
en,42,tibial,1589,1735
en,43,to,1565,1735
en,44,the lateral,1563,1735
en,45,at the,1518,1735
en,46,cyst,1516,1735
en,47,femoral,1477,1735
en,48,cruciate ligament,1473,1735
en,49,marrow,1461,1735
en,50,bone,1445,1735
en,51,mri,1399,1735
en,52,focal,1398,1735
en,53,grade,1387,1735
en,54,posterior horn,1339,1735
en,55,articular,1305,1735
en,56,patella,1268,1735
en,57,pcl,1266,1735
en,58,medial compartment,1255,1735
en,59,mcl,1254,1735
en,60,tendinosis,1246,1735
en,61,ligaments,1243,1735
en,62,are intact,1225,1735
en,63,right,1222,1735
en,64,left,1193,1735
en,65,without,1180,1735
en,66,in the,1150,1735
en,67,lateral compartment,1147,1735
en,68,soft,1119,1735
en,69,articular cartilage,1107,1735
en,70,extensor,1096,1735
en,71,tear of,1083,1735
en,72,the posterior,1075,1735
en,73,tendons,1067,1735
en,74,joint effusion,1060,1735
en,75,findings,1057,1735
en,76,mechanism,1051,1735
en,77,extensor mechanism,1035,1735
en,78,compartment cartilage,1031,1735
en,79,small,1017,1735
en,80,condyle,1005,1735
en,81,distal,979,1735
en,82,is intact,964,1735
en,83,horn of,964,1735
en,84,noted,960,1735
en,85,femoral condyle,956,1735
en,86,chondrosis,952,1735
en,87,injury,951,1735
en,88,body,947,1735
en,89,baker's,944,1735
en,90,right knee,942,1735
en,91,baker's cyst,941,1735
en,92,left knee,925,1735
en,93,complex,921,1735
en,94,lateral collateral,913,1735
en,95,fat,906,1735
en,96,meniscus normal,903,1735
en,97,intact the,900,1735
en,98,mri of,878,1735
en,99,date,871,1735
en,100,quadriceps,868,1735
es,1,de,8660,682
es,2,la,3412,682
es,3,de la,2958,682
es,4,del,2912,682
es,5,rotura,1343,682
es,6,con,1312,682
es,7,señal,1249,682
es,8,sin,1218,682
es,9,medial,1138,682
es,10,menisco,1053,682
es,11,femoral,963,682
es,12,lateral,945,682
es,13,de señal,866,682
es,14,no,832,682
es,15,alteraciones,717,682
es,16,leve,717,682
es,17,derrame,710,682
es,18,condropatía,691,682
es,19,impresión,681,682
es,20,articular,643,682
es,21,edema,612,682
es,22,hay,595,682
es,23,no hay,594,682
es,24,signos,588,682
es,25,banda,575,682
es,26,de rotura,566,682
es,27,normales,555,682
es,28,iliotibial,552,682
es,29,banda iliotibial,551,682
es,30,signos de,544,682
es,31,del menisco,541,682
es,32,dentro,537,682
es,33,dentro de,537,682
es,34,en,536,682
es,35,de límites,534,682
es,36,límites,534,682
es,37,derrame articular,526,682
es,38,posterior,524,682
es,39,límites normales,519,682
es,40,cuadricipital,505,682
es,41,aumento,502,682
es,42,aumento de,501,682
es,43,el,494,682
es,44,rodilla,463,682
es,45,tendones,463,682
es,46,proximal,443,682
es,47,tendón,442,682
es,48,espesor,436,682
es,49,parcial,411,682
es,50,sin alteraciones,410,682
es,51,los,404,682
es,52,de espesor,404,682
es,53,cóndilo,400,682
es,54,la rodilla,400,682
es,55,cuerno,396,682
es,56,cóndilo femoral,388,682
es,57,rotuliana,381,682
es,58,sin signos,378,682
es,59,grado,375,682
es,60,rotuliano,374,682
es,61,ósea,371,682
es,62,hallazgos,364,682
es,63,menisco medial,361,682
es,64,pata,359,682
es,65,ganso,359,682
es,66,pata de,359,682
es,67,de ganso,359,682
es,68,la pata,356,682
es,69,grasa,356,682
es,70,del tendón,346,682
es,71,hoffa,342,682
es,72,de hoffa,342,682
es,73,grasa de,340,682
es,74,ligamentos,339,682
es,75,de los,339,682
es,76,antecedentes,336,682
es,77,rótula,334,682
es,78,distal,334,682
es,79,resultados,334,682
es,80,rmn,333,682
es,81,técnica,333,682
es,82,rodilla resultados,333,682
es,83,técnica rmn,333,682
es,84,rmn de,333,682
es,85,condrales,327,682
es,86,clínicos,326,682
es,87,antecedentes clínicos,326,682
es,88,superficial,324,682
es,89,cuerno posterior,324,682
es,90,tibial,323,682
es,91,la rótula,321,682
es,92,tendones de,320,682
es,93,úlceras,318,682
es,94,patelofemoral,316,682
es,95,bíceps,310,682
es,96,bíceps femoral,310,682
es,97,femorotibial,308,682
es,98,femorotibiales,308,682
es,99,las,307,682
es,100,significativas,307,682
fr,1,de,930,81
fr,2,du,646,81
fr,3,la,512,81
fr,4,le,494,81
fr,5,et,473,81
fr,6,il,412,81
fr,7,avec,313,81
fr,8,ligament,308,81
fr,9,déchirure,297,81
fr,10,interne,279,81
fr,11,de la,278,81
fr,12,une,254,81
fr,13,normal,254,81
fr,14,sans,240,81
fr,15,ménisque,240,81
fr,16,au,232,81
fr,17,un,188,81
fr,18,des,187,81
fr,19,externe,185,81
fr,20,collatéral,180,81
fr,21,changements,172,81
fr,22,pas,169,81
fr,23,kyste,166,81
fr,24,ligament collatéral,154,81
fr,25,compartiment,154,81
fr,26,médial,148,81
fr,27,croisé,142,81
fr,28,postérieur,139,81
fr,29,ligament croisé,138,81
fr,30,est,134,81
fr,31,dégénératifs,133,81
fr,32,changements dégénératifs,129,81
fr,33,le ligament,129,81
fr,34,épanchement,128,81
fr,35,pas de,121,81
fr,36,légère,120,81
fr,37,du ménisque,119,81
fr,38,articulaire,119,81
fr,39,postérieure,116,81
fr,40,antérieur,116,81
fr,41,corne,111,81
fr,42,la corne,107,81
fr,43,poplité,105,81
fr,44,il un,104,81
fr,45,latéral,103,81
fr,46,cartilage,103,81
fr,47,il une,100,81
fr,48,petit,100,81
fr,49,du ligament,98,81
fr,50,patellaire,98,81
fr,51,corps,96,81
fr,52,sans déchirure,93,81
fr,53,corne postérieure,89,81
fr,54,les,88,81
fr,55,ménisque interne,88,81
fr,56,tendon,88,81
fr,57,intra-articulaire,85,81
fr,58,grade,83,81
fr,59,sont,82,81
fr,60,dans,81,81
fr,61,conclusion,81,81
fr,62,impliquant,79,81
fr,63,niveau,79,81
fr,64,croisé antérieur,78,81
fr,65,épanchement intra-articulaire,74,81
fr,66,au niveau,73,81
fr,67,en,73,81
fr,68,complexe,67,81
fr,69,kyste de,66,81
fr,70,baker,66,81
fr,71,de baker,66,81
fr,72,modérée,66,81
fr,73,collatéral interne,65,81
fr,74,chondropathie,65,81
fr,75,croisé postérieur,64,81
fr,76,particularité,63,81
fr,77,plus,63,81
fr,78,avec une,63,81
fr,79,signal,63,81
fr,80,sans particularité,62,81
fr,81,léger,61,81
fr,82,distal,61,81
fr,83,et la,60,81
fr,84,fémoral,60,81
fr,85,œdème,60,81
fr,86,du compartiment,59,81
fr,87,normal ligament,59,81
fr,88,le ménisque,59,81
fr,89,il n'y,58,81
fr,90,n'y,58,81
fr,91,que,57,81
fr,92,kyste poplité,56,81
fr,93,n'y pas,56,81
fr,94,condyle,55,81
fr,95,une déchirure,55,81
fr,96,trouvailles,55,81
fr,97,significatif,54,81
fr,98,transfixiante,53,81
fr,99,condyle fémoral,53,81
fr,100,au compartiment,52,81
hr,1,signala,1321,331
hr,2,je,743,331
hr,3,intenziteta,739,331
hr,4,intenziteta signala,731,331
hr,5,se,712,331
hr,6,uz,631,331
hr,7,ligament,586,331
hr,8,bez,550,331
hr,9,ligamenta,532,331
hr,10,medijalnog,518,331
hr,11,su,515,331
hr,12,hrskavice,495,331
hr,13,znakova,487,331
hr,14,meniska,470,331
hr,15,tetive,458,331
hr,16,promjene,424,331
hr,17,rupture,413,331
hr,18,bez znakova,393,331
hr,19,lateralni,384,331
hr,20,križni,378,331
hr,21,lateralnog,374,331
hr,22,kontinuiteta,353,331
hr,23,održanog,350,331
hr,24,križni ligament,349,331
hr,25,te,346,331
hr,26,stražnjeg,345,331
hr,27,održanog kontinuiteta,340,331
hr,28,stupnja,335,331
hr,29,zgloba,331,331
hr,30,medijalni,329,331
hr,31,na,317,331
hr,32,primjerenih,312,331
hr,33,hondromalacija,309,331
hr,34,menisk,301,331
hr,35,primjerenih intenziteta,298,331
hr,36,intenzitet,283,331
hr,37,roga,282,331
hr,38,intenzitet signala,274,331
hr,39,nalazi,273,331
hr,40,ligament je,272,331
hr,41,femura,272,331
hr,42,znakova rupture,270,331
hr,43,nalazi se,269,331
hr,44,ciste,268,331
hr,45,kvadricepsa,267,331
hr,46,kolateralni,262,331
hr,47,stražnji,260,331
hr,48,ruptura,258,331
hr,49,patele,252,331
hr,50,tijela,237,331
hr,51,hvatišta,236,331
hr,52,uredan,232,331
hr,53,signala održanog,226,331
hr,54,patelarnog,224,331
hr,55,prednji,216,331
hr,56,stražnjeg roga,215,331
hr,57,medijalnog meniska,212,331
hr,58,prednjeg,212,331
hr,59,promjena,209,331
hr,60,stražnji križni,207,331
hr,61,tetive kvadricepsa,207,331
hr,62,morfologije,206,331
hr,63,prikazane,202,331
hr,64,mm,201,331
hr,65,edem,198,331
hr,66,izljeva,197,331
hr,67,koštane,197,331
hr,68,smislu,196,331
hr,69,patelarnog ligamenta,194,331
hr,70,križnog,192,331
hr,71,iliotibijalnog,191,331
hr,72,kontinuitetu,191,331
hr,73,lateralni menisk,189,331
hr,74,tibije,188,331
hr,75,križnog ligamenta,186,331
hr,76,urednog,184,331
hr,77,kondila,183,331
hr,78,degeneracije,180,331
hr,79,patelarni,179,331
hr,80,poplitealne,176,331
hr,81,strukture,175,331
hr,82,cista,169,331
hr,83,te se,167,331
hr,84,signala te,165,331
hr,85,prednji križni,160,331
hr,86,ne,157,331
hr,87,izljev,156,331
hr,88,degenerativne,155,331
hr,89,degenerativne promjene,154,331
hr,90,ili,152,331
hr,91,je primjerenih,151,331
hr,92,platoa,151,331
hr,93,prikazane koštane,150,331
hr,94,urednog signala,150,331
hr,95,medijalni kolateralni,146,331
hr,96,uredna,146,331
hr,97,morfologije intenziteta,146,331
hr,98,ligamenti,145,331
hr,99,uredan intenzitet,145,331
hr,100,uredne,143,331
nl,1,van,782,153
nl,2,de,718,153
nl,3,met,502,153
nl,4,van de,419,153
nl,5,mediale,325,153
nl,6,en,313,153
nl,7,het,308,153
nl,8,meniscus,281,153
nl,9,laterale,257,153
nl,10,op,204,153
nl,11,voorkomen,203,153
nl,12,intact,197,153
nl,13,mediaal,185,153
nl,14,normaal,180,153
nl,15,geen,179,153
nl,16,knie,174,153
nl,17,date,166,153
nl,18,gescande aanvraag,166,153
nl,19,gescande,166,153
nl,20,aanvraag,166,153
nl,21,van het,166,153
nl,22,zie gescande,166,153
nl,23,zie,166,153
nl,24,in,164,153
nl,25,de mediale,164,153
nl,26,bevindingen,158,153
nl,27,kruisband,156,153
nl,28,klinische,156,153
nl,29,inlichtingen,155,153
nl,30,klinische inlichtingen,155,153
nl,31,mr,153,153
nl,32,date mr,152,153
nl,33,mediale meniscus,151,153
nl,34,mr knie,148,153
nl,35,aa,148,153
nl,36,aa klinische,146,153
nl,37,diagnostische,146,153
nl,38,scheur,142,153
nl,39,vraagstelling,137,153
nl,40,graad,133,153
nl,41,lateraal,132,153
nl,42,intacte,132,153
nl,43,diagnostische vraagstelling,132,153
nl,44,kraakbeenlijden,129,153
nl,45,ligament,127,153
nl,46,posterieure,124,153
nl,47,femorotibiaal,118,153
nl,48,kraakbeen,117,153
nl,49,normaal voorkomen,110,153
nl,50,botoedeem,108,153
nl,51,hoorn,107,153
nl,52,hydrops,103,153
nl,53,voorste,103,153
nl,54,collateraal ligament,102,153
nl,55,collateraal,102,153
nl,56,normale,98,153
nl,57,laterale meniscus,96,153
nl,58,besluit,91,153
nl,59,voorste kruisband,90,153
nl,60,posterieure hoorn,90,153
nl,61,in de,86,153
nl,62,de posterieure,85,153
nl,63,op de,84,153
nl,64,links,84,153
nl,65,inlichtingen zie,81,153
nl,66,aanvraag diagnostische,81,153
nl,67,vraagstelling zie,80,153
nl,68,aanvraag bevindingen,79,153
nl,69,de laterale,78,153
nl,70,rechts,78,153
nl,71,patellapees,77,153
nl,72,knie links,76,153
nl,73,kleine,75,153
nl,74,matige,75,153
nl,75,knie rechts,74,153
nl,76,rechts aa,73,153
nl,77,links aa,73,153
nl,78,corpus,73,153
nl,79,hoorn van,72,153
nl,80,kruisbanden,70,153
nl,81,degeneratieve,69,153
nl,82,kraakbeenlijden graad,66,153
nl,83,kraakbeendefecten,64,153
nl,84,oedeem,63,153
nl,85,dikte,61,153
nl,86,majeure,61,153
nl,87,geen majeure,60,153
nl,88,het corpus,60,153
nl,89,mediaal femorotibiaal,60,153
nl,90,majeure kraakbeendefecten,59,153
nl,91,meniscus met,59,153
nl,92,opzetting,58,153
nl,93,tibiaplateau,58,153
nl,94,bakercyste,58,153
nl,95,recessus,58,153
nl,96,mediaal collateraal,58,153
nl,97,voorkomen van,56,153
nl,98,lichte,56,153
nl,99,cyste,56,153
nl,100,banden,56,153
tr,1,ve,2496,546
tr,2,medial,1264,546
tr,3,lateral,1162,546
tr,4,çapraz,1064,546
tr,5,normal,956,546
tr,6,menisküs,929,546
tr,7,normaldir,896,546
tr,8,eklem,748,546
tr,9,diz,744,546
tr,10,çok,742,546
tr,11,bağ,721,546
tr,12,izlendi,682,546
tr,13,grade,663,546
tr,14,çapraz bağ,654,546
tr,15,sıvı,590,546
tr,16,arka,562,546
tr,17,kemik,521,546
tr,18,dejenerasyon,515,546
tr,19,kollateral,508,546
tr,20,izlenmiştir,508,546
tr,21,artışı,504,546
tr,22,sinyal,489,546
tr,23,patellar,460,546
tr,24,lateral menisküs,458,546
tr,25,yırtık,422,546
tr,26,arka çapraz,414,546
tr,27,medial kollateral,411,546
tr,28,bulgular,400,546
tr,29,patella,399,546
tr,30,hafif,398,546
tr,31,ligaman,395,546
tr,32,kuadriseps,395,546
tr,33,ön,393,546
tr,34,kollateral ligaman,388,546
tr,35,mrg,370,546
tr,36,di,370,546
tr,37,di mrg,370,546
tr,38,protokolü,368,546
tr,39,tetkik,368,546
tr,40,tetkik protokolü,368,546
tr,41,mrg tetkik,368,546
tr,42,çok düzlemli,367,546
tr,43,düzlemli,367,546
tr,44,düzlemli çok,367,546
tr,45,protokolü çok,367,546
tr,46,çok sekanslı,365,546
tr,47,sekanslı,365,546
tr,48,sekanslı bulgular,365,546
tr,49,sıvı artışı,361,546
tr,50,ön çapraz,357,546
tr,51,distal,356,546
tr,52,ligaman normaldir,353,546
tr,53,ile,350,546
tr,54,medial menisküs,342,546
tr,55,ve patellar,337,546
tr,56,ve medial,334,546
tr,57,distal kuadriseps,332,546
tr,58,menisküste,327,546
tr,59,bağ lateral,319,546
tr,60,posterior,315,546
tr,61,ii,309,546
tr,62,devamsızlık,308,546
tr,63,yoktur,307,546
tr,64,retinaküler,304,546
tr,65,devamsızlık yoktur,304,546
tr,66,retinaküler devamsızlık,304,546
tr,67,kuadriseps ve,299,546
tr,68,tendonlar,297,546
tr,69,grade ii,297,546
tr,70,tendonlar normaldir,296,546
tr,71,patellar tendonlar,294,546
tr,72,medyal,279,546
tr,73,mevcuttur,272,546
tr,74,lateral ve,271,546
tr,75,yerleşimlidir,269,546
tr,76,normal yerleşimlidir,269,546
tr,77,patella normal,269,546
tr,78,normaldir patella,268,546
tr,79,eklemi,266,546
tr,80,diz eklemi,265,546
tr,81,oluşturan,259,546
tr,82,yerleşimlidir retinaküler,259,546
tr,83,eklemini,258,546
tr,84,diz eklemini,258,546
tr,85,eklemini oluşturan,253,546
tr,86,anterior,250,546
tr,87,korunmuş,245,546
tr,88,femoral,242,546
tr,89,düzeyinde,240,546
tr,90,doğaldır,238,546
tr,91,mm,232,546
tr,92,yan,230,546
tr,93,oluşturan kemik,228,546
tr,94,uyumlu,225,546
