Label,Direction,Rank,Term,PositiveMeanTFIDF,NegativeMeanTFIDF,Delta
MCL,positive_association,19,lca,0.02480957454675867,0.0026368011110393277,0.022172773435719342
MCL,positive_association,20,del lca,0.02480957454675867,0.0026368011110393277,0.022172773435719342
MCL,positive_association,21,στο,0.025817782134131016,0.0038415694600402142,0.021976212674090802
MCL,positive_association,22,meniscus no,0.021748108105661537,0.0,0.021748108105661537
MCL,positive_association,23,van,0.02660275845009953,0.005103543981027961,0.02149921446907157
MCL,positive_association,24,van de,0.024117523195500753,0.002806044857609954,0.0213114783378908
MCL,positive_association,25,aspect of,0.025031007279281686,0.00424382196265726,0.020787185316624424
MCL,positive_association,26,and posterolateral,0.019614566388006377,0.0,0.019614566388006377
MCL,positive_association,27,impaction,0.021383693238167516,0.00194306085600177,0.019440632382165746
MCL,positive_association,28,osteochondral impaction,0.021383693238167516,0.00194306085600177,0.019440632382165746
MCL,positive_association,29,of the medial,0.02764138192093045,0.008206890654647487,0.019434491266282963
MCL,positive_association,30,του,0.026988043353385293,0.007811214800170823,0.01917682855321447
MCL,positive_association,31,partial,0.026071434028543467,0.006903548487267547,0.01916788554127592
MCL,positive_association,32,met,0.024117523195500753,0.0052987452519582205,0.01881877794354253
MCL,positive_association,33,menisco,0.030373753176364905,0.011653899906502854,0.01871985326986205
MCL,positive_association,34,collateral ligament,0.02896670687800225,0.010575010835211566,0.018391696042790683
MCL,positive_association,35,derrame,0.02824566292119314,0.009860401811988167,0.01838526110920497
MCL,positive_association,36,ligament,0.04128036363834846,0.023006674068611704,0.018273689569736754
MCL,positive_association,37,sprain of,0.019139843461155298,0.0009495047276051724,0.018190338733550127
MCL,positive_association,38,medial meniscus no,0.01802859590247639,0.0,0.01802859590247639
MCL,positive_association,39,partial tear of,0.02220383258971281,0.004322729092362049,0.01788110349735076
MCL,positive_association,40,sprain,0.02481890039309216,0.007416290141756392,0.01740261025133577
MCL,negative_association,1,ve,0.0,0.02187010289215159,-0.02187010289215159
MCL,negative_association,2,на,0.0,0.016318477721766474,-0.016318477721766474
MCL,negative_association,3,oa,0.0,0.015584171467887287,-0.015584171467887287
MCL,negative_association,4,normal,0.019411711873926155,0.034871680173390235,-0.01545996829946408
MCL,negative_association,5,normal medial,0.0,0.01535456649419372,-0.01535456649419372
MCL,negative_association,6,suprapatellar,0.0,0.01331938550981367,-0.01331938550981367
MCL,negative_association,7,im,0.0,0.01327872413110537,-0.01327872413110537
MCL,negative_association,8,çapraz,0.0,0.013202507590435973,-0.013202507590435973
MCL,negative_association,9,meniscus tear,0.0,0.01320229226078508,-0.01320229226078508
MCL,negative_association,10,menisküs,0.0,0.012685510837029438,-0.012685510837029438
MCL,negative_association,11,izlenmiştir,0.0,0.0125586492113745,-0.0125586492113745
MCL,negative_association,12,condropatía,0.0,0.012475539717243772,-0.012475539717243772
MCL,negative_association,13,des,0.0,0.012422779413285054,-0.012422779413285054
MCL,negative_association,14,artışı,0.0,0.012124798688650667,-0.012124798688650667
MCL,negative_association,15,çok,0.0,0.011856013707214964,-0.011856013707214964
MCL,negative_association,16,medial meniscus tear,0.0,0.011573007617759654,-0.011573007617759654
MCL,negative_association,17,signala,0.0,0.01154195368967453,-0.01154195368967453
MCL,negative_association,18,mit,0.0,0.011356498635796419,-0.011356498635796419
MCL,negative_association,19,kemik,0.0,0.010875377797284664,-0.010875377797284664
MCL,negative_association,20,mevcuttur,0.0,0.010827336908465678,-0.010827336908465678
MCL,negative_association,21,мр,0.0,0.010742413707550011,-0.010742413707550011
MCL,negative_association,22,acl normal,0.0,0.01064333633694197,-0.01064333633694197
MCL,negative_association,23,mcl normal,0.0,0.01064333633694197,-0.01064333633694197
MCL,negative_association,24,за,0.0,0.010420354070281397,-0.010420354070281397
MCL,negative_association,25,promjene,0.0,0.010339749058352783,-0.010339749058352783
MCL,negative_association,26,kollateral,0.0,0.0103107427455556,-0.0103107427455556
MCL,negative_association,27,ile,0.0,0.010238674474423105,-0.010238674474423105
MCL,negative_association,28,данни за,0.0,0.010191724631659797,-0.010191724631659797
MCL,negative_association,29,данни,0.0,0.010191724631659797,-0.010191724631659797
MCL,negative_association,30,knee acl,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,31,acl normal mcl,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,32,the knee acl,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,33,normal mcl,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,34,of the knee,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,35,normal medial meniscus,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,36,normal mcl normal,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,37,knee acl normal,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,38,mcl normal medial,0.0,0.010130203175092542,-0.010130203175092542
MCL,negative_association,39,normaldir,0.0,0.010060148348893409,-0.010060148348893409
MCL,negative_association,40,diz,0.0,0.009854287414572857,-0.009854287414572857
Medial Meniscus,positive_association,1,im,0.025025287785544737,0.0,0.025025287785544737
Medial Meniscus,positive_association,2,izlenmiştir,0.02366822351374425,0.0,0.02366822351374425
Medial Meniscus,positive_association,3,des,0.023412161201960296,0.0,0.023412161201960296
Medial Meniscus,positive_association,4,çok,0.022344025832828202,0.0,0.022344025832828202
Medial Meniscus,positive_association,5,mit,0.021402632044385562,0.0,0.021402632044385562
Medial Meniscus,positive_association,6,mevcuttur,0.020405365712108395,0.0,0.020405365712108395
Medial Meniscus,positive_association,7,cm,0.019932964766881986,0.0,0.019932964766881986
Medial Meniscus,positive_association,8,kollateral,0.019431784405085556,0.0,0.019431784405085556
Medial Meniscus,positive_association,9,normaldir,0.01895951034983758,0.0,0.01895951034983758
Medial Meniscus,positive_association,10,ve,0.027881424865232783,0.010834937350605497,0.017046487514627284
Medial Meniscus,positive_association,11,der,0.016906014688093354,0.0,0.016906014688093354
Medial Meniscus,positive_association,12,meniscus tear,0.020438941311299808,0.0036093702088960643,0.016829571102403743
Medial Meniscus,positive_association,13,medial kollateral,0.01669890257713934,0.0,0.01669890257713934
Medial Meniscus,positive_association,14,vkb,0.016514318748495013,0.0,0.016514318748495013
Medial Meniscus,positive_association,15,pars,0.016514318748495013,0.0,0.016514318748495013
Medial Meniscus,positive_association,16,innenmeniskus,0.016514318748495013,0.0,0.016514318748495013
Medial Meniscus,positive_association,17,intermedia,0.016514318748495013,0.0,0.016514318748495013
Medial Meniscus,positive_association,18,pars intermedia,0.016514318748495013,0.0,0.016514318748495013
Medial Meniscus,positive_association,19,dejenerasyon,0.01582589192858858,0.0,0.01582589192858858
Medial Meniscus,positive_association,20,an,0.015578434839041443,0.0,0.015578434839041443
Medial Meniscus,positive_association,21,the medial,0.02574313318885558,0.01044421641004352,0.01529891677881206
Medial Meniscus,positive_association,22,artışı,0.01852015166562923,0.003518474763672584,0.015001676901956647
Medial Meniscus,positive_association,23,complete,0.01953125706721824,0.00458431032840979,0.014946946738808451
Medial Meniscus,positive_association,24,sinyal,0.014937475611663592,0.0,0.014937475611663592
Medial Meniscus,positive_association,25,die,0.014409720305449932,0.0,0.014409720305449932
Medial Meniscus,positive_association,26,sıvı artışı,0.014183158155390656,0.0,0.014183158155390656
Medial Meniscus,positive_association,27,çapraz bağ,0.014183158155390656,0.0,0.014183158155390656
Medial Meniscus,positive_association,28,bağ,0.014183158155390656,0.0,0.014183158155390656
Medial Meniscus,positive_association,29,görünüm,0.014061298634373838,0.0,0.014061298634373838
Medial Meniscus,positive_association,30,grade,0.02668009628638013,0.01283800424599845,0.013842092040381677
Medial Meniscus,positive_association,31,medial meniscus tear,0.0173683664071365,0.0036093702088960643,0.013758996198240437
Medial Meniscus,positive_association,32,devamsızlık,0.013664349968587487,0.0,0.013664349968587487
Medial Meniscus,positive_association,33,ligaman,0.013332228246582718,0.0,0.013332228246582718
Medial Meniscus,positive_association,34,kollateral ligaman,0.013332228246582718,0.0,0.013332228246582718
Medial Meniscus,positive_association,35,sekanslı bulgular,0.013196741600124065,0.0,0.013196741600124065
Medial Meniscus,positive_association,36,sekanslı,0.013196741600124065,0.0,0.013196741600124065
Medial Meniscus,positive_association,37,tetkik protokolü,0.013196741600124065,0.0,0.013196741600124065
Medial Meniscus,positive_association,38,protokolü çok düzlemli,0.013196741600124065,0.0,0.013196741600124065
Medial Meniscus,positive_association,39,protokolü çok,0.013196741600124065,0.0,0.013196741600124065
Medial Meniscus,positive_association,40,di,0.013196741600124065,0.0,0.013196741600124065
Medial Meniscus,negative_association,1,de,0.004706544517745857,0.056246458224463794,-0.05153991370671794
Medial Meniscus,negative_association,2,la,0.0,0.04053050660058697,-0.04053050660058697
Medial Meniscus,negative_association,3,de la,0.0,0.03857597651820073,-0.03857597651820073
Medial Meniscus,negative_association,4,del,0.0,0.03401169331242153,-0.03401169331242153
Medial Meniscus,negative_association,5,menisco,0.0,0.02638765231268513,-0.02638765231268513
Medial Meniscus,negative_association,6,rotura,0.0,0.024463657890849855,-0.024463657890849855
Medial Meniscus,negative_association,7,derrame,0.0,0.023042832971192452,-0.023042832971192452
Medial Meniscus,negative_association,8,con,0.0,0.021876354756564513,-0.021876354756564513
Medial Meniscus,negative_association,9,articular,0.0032869476632344068,0.023536215920433715,-0.020249268257199308
Medial Meniscus,negative_association,10,sin,0.0,0.019275423906597304,-0.019275423906597304
Medial Meniscus,negative_association,11,condropatía,0.0,0.019103170192029527,-0.019103170192029527
Medial Meniscus,negative_association,12,señal,0.0,0.018093050968554212,-0.018093050968554212
Medial Meniscus,negative_association,13,impresión,0.0,0.017016914667708223,-0.017016914667708223
Medial Meniscus,negative_association,14,de señal,0.0,0.016859883051368197,-0.016859883051368197
Medial Meniscus,negative_association,15,iliotibial,0.0,0.016056313179729043,-0.016056313179729043
Medial Meniscus,negative_association,16,noted,0.0,0.01523781580954205,-0.01523781580954205
Medial Meniscus,negative_association,17,parcial,0.0,0.015179589752811886,-0.015179589752811886
Medial Meniscus,negative_association,18,cuerno,0.0,0.015012436918918078,-0.015012436918918078
Medial Meniscus,negative_association,19,leve,0.0,0.014981296348223722,-0.014981296348223722
Medial Meniscus,negative_association,20,banda,0.0,0.014647430064174764,-0.014647430064174764
Medial Meniscus,negative_association,21,banda iliotibial,0.0,0.014647430064174764,-0.014647430064174764
Medial Meniscus,negative_association,22,rodilla,0.0,0.014561922741077595,-0.014561922741077595
Medial Meniscus,negative_association,23,femoral,0.009755288250202653,0.02412145343454431,-0.014366165184341658
Medial Meniscus,negative_association,24,interno,0.0,0.01426143640245369,-0.01426143640245369
Medial Meniscus,negative_association,25,menisco interno,0.0,0.01426143640245369,-0.01426143640245369
Medial Meniscus,negative_association,26,signos de,0.0,0.01415413335223767,-0.01415413335223767
Medial Meniscus,negative_association,27,signos,0.0,0.01415413335223767,-0.01415413335223767
Medial Meniscus,negative_association,28,and,0.02290482275990597,0.03694672355864445,-0.014041900798738481
Medial Meniscus,negative_association,29,del menisco,0.0,0.014041721336222047,-0.014041721336222047
Medial Meniscus,negative_association,30,no evidence of,0.0,0.013959644053722856,-0.013959644053722856
Medial Meniscus,negative_association,31,no evidence,0.0,0.013959644053722856,-0.013959644053722856
Medial Meniscus,negative_association,32,articular cartilage,0.0,0.01395087895543049,-0.01395087895543049
Medial Meniscus,negative_association,33,derrame articular,0.0,0.013828862593015603,-0.013828862593015603
Medial Meniscus,negative_association,34,rotuliana,0.0,0.013698263934760013,-0.013698263934760013
Medial Meniscus,negative_association,35,el,0.0,0.013423173765279125,-0.013423173765279125
Medial Meniscus,negative_association,36,hoffa,0.0,0.013308421516164074,-0.013308421516164074
Medial Meniscus,negative_association,37,la rodilla,0.0,0.012978871045852148,-0.012978871045852148
Medial Meniscus,negative_association,38,la rodilla resultados,0.0,0.012978871045852148,-0.012978871045852148
Medial Meniscus,negative_association,39,técnica rmn,0.0,0.012978871045852148,-0.012978871045852148
Medial Meniscus,negative_association,40,de la rodilla,0.0,0.012978871045852148,-0.012978871045852148
Lateral Meniscus,positive_association,1,del,0.03416385117965973,0.008645874539009009,0.025517976640650718
Lateral Meniscus,positive_association,2,rotura,0.028546559204930825,0.0036076054512510407,0.024938953753679785
Lateral Meniscus,positive_association,3,van,0.021282542657446342,0.0,0.021282542657446342
Lateral Meniscus,positive_association,4,met,0.02072592287415042,0.0,0.02072592287415042
Lateral Meniscus,positive_association,5,anterior horn,0.018327414093087694,0.0010062657922441027,0.01732114830084359
Lateral Meniscus,positive_association,6,van de,0.01541538725140846,0.0,0.01541538725140846
Lateral Meniscus,positive_association,7,del lca,0.015325627189641526,0.0,0.015325627189641526
Lateral Meniscus,positive_association,8,lca,0.015325627189641526,0.0,0.015325627189641526
Lateral Meniscus,positive_association,9,subchondral,0.02033616421143163,0.005156358193149503,0.015179806018282126
Lateral Meniscus,positive_association,10,rotura del,0.015038112866671638,0.0,0.015038112866671638
Lateral Meniscus,positive_association,11,condyl,0.014890283279002716,0.0,0.014890283279002716
Lateral Meniscus,positive_association,12,present,0.01780114516435054,0.0031869630595750785,0.014614182104775462
Lateral Meniscus,positive_association,13,parcial,0.017152590987239636,0.002606779410956249,0.014545811576283388
Lateral Meniscus,positive_association,14,het,0.014503865376400697,0.0,0.014503865376400697
Lateral Meniscus,positive_association,15,cuerno,0.01692003052269173,0.002606779410956249,0.014313251111735481
Lateral Meniscus,positive_association,16,subchondral bone,0.014126533239211245,0.0,0.014126533239211245
Lateral Meniscus,positive_association,17,fracture,0.02101240974157545,0.007532092538951984,0.013480317202623465
Lateral Meniscus,positive_association,18,de,0.04125173802757181,0.027813338457430916,0.013438399570140893
Lateral Meniscus,positive_association,19,del cuerno,0.014809453597404794,0.0015396059131103734,0.013269847684294421
Lateral Meniscus,positive_association,20,surface,0.014712956637653448,0.0015274621183008442,0.013185494519352605
Lateral Meniscus,positive_association,21,laterale,0.013072265576415394,0.0,0.013072265576415394
Lateral Meniscus,positive_association,22,voorkomen,0.013072265576415394,0.0,0.013072265576415394
Lateral Meniscus,positive_association,23,anterior horn of,0.013063777871133959,0.0,0.013063777871133959
Lateral Meniscus,positive_association,24,anterior,0.02581088902773038,0.012797324207045624,0.013013564820684756
Lateral Meniscus,positive_association,25,ile uyumlu,0.012981904277319156,0.0,0.012981904277319156
Lateral Meniscus,positive_association,26,uyumlu,0.012981904277319156,0.0,0.012981904277319156
Lateral Meniscus,positive_association,27,lca rotura,0.012861577321901565,0.0,0.012861577321901565
Lateral Meniscus,positive_association,28,del lca rotura,0.012861577321901565,0.0,0.012861577321901565
Lateral Meniscus,positive_association,29,lateral con,0.01257772987472489,0.0,0.01257772987472489
Lateral Meniscus,positive_association,30,parcial del,0.012461798324720238,0.0,0.012461798324720238
Lateral Meniscus,positive_association,31,all,0.012283491963127958,0.0,0.012283491963127958
Lateral Meniscus,positive_association,32,large,0.012257935804188679,0.0,0.012257935804188679
Lateral Meniscus,positive_association,33,total de,0.011814586532700259,0.0,0.011814586532700259
Lateral Meniscus,positive_association,34,espesor,0.013234132323087504,0.0014258459526691907,0.011808286370418314
Lateral Meniscus,positive_association,35,menisco lateral con,0.011794760173432341,0.0,0.011794760173432341
Lateral Meniscus,positive_association,36,del compartimento,0.011730619204453228,0.0,0.011730619204453228
Lateral Meniscus,positive_association,37,compartimento femorotibial,0.011730619204453228,0.0,0.011730619204453228
Lateral Meniscus,positive_association,38,del compartimento femorotibial,0.011730619204453228,0.0,0.011730619204453228
Lateral Meniscus,positive_association,39,compartimento,0.011730619204453228,0.0,0.011730619204453228
Lateral Meniscus,positive_association,40,menisco,0.0216234516866504,0.009916156720370427,0.011707294966279974
Lateral Meniscus,negative_association,1,на,0.0,0.022845868810473065,-0.022845868810473065
Lateral Meniscus,negative_association,2,des,0.0,0.017391891178599076,-0.017391891178599076
Lateral Meniscus,negative_association,3,mit,0.0,0.01589909809011499,-0.01589909809011499
Lateral Meniscus,negative_association,4,мр,0.0,0.015039379190570013,-0.015039379190570013
Lateral Meniscus,negative_association,5,за,0.0,0.014588495698393957,-0.014588495698393957
Lateral Meniscus,negative_association,6,normal,0.023699948151815146,0.03823768365342025,-0.014537735501605104
Lateral Meniscus,negative_association,7,данни,0.0,0.014268414484323717,-0.014268414484323717
Lateral Meniscus,negative_association,8,данни за,0.0,0.014268414484323717,-0.014268414484323717
Lateral Meniscus,negative_association,9,мр данни за,0.0,0.013328354029965317,-0.013328354029965317
Lateral Meniscus,negative_association,10,мр данни,0.0,0.013328354029965317,-0.013328354029965317
Lateral Meniscus,negative_association,11,no evidence of,0.0,0.012763103134832324,-0.012763103134832324
Lateral Meniscus,negative_association,12,no evidence,0.0,0.012763103134832324,-0.012763103134832324
Lateral Meniscus,negative_association,13,mcl,0.008941453056739872,0.02163150915174484,-0.012690056095004967
Lateral Meniscus,negative_association,14,no baker's,0.0,0.012618651106566512,-0.012618651106566512
Lateral Meniscus,negative_association,15,no baker's cyst,0.0,0.012618651106566512,-0.012618651106566512
Lateral Meniscus,negative_association,16,der,0.0,0.01255875376829792,-0.01255875376829792
Lateral Meniscus,negative_association,17,im,0.0037370589836851504,0.016134432165697276,-0.012397373182012126
Lateral Meniscus,negative_association,18,pars,0.0,0.012267779641739151,-0.012267779641739151
Lateral Meniscus,negative_association,19,intermedia,0.0,0.012267779641739151,-0.012267779641739151
Lateral Meniscus,negative_association,20,innenmeniskus,0.0,0.012267779641739151,-0.012267779641739151
Lateral Meniscus,negative_association,21,vkb,0.0,0.012267779641739151,-0.012267779641739151
Lateral Meniscus,negative_association,22,pars intermedia,0.0,0.012267779641739151,-0.012267779641739151
Lateral Meniscus,negative_association,23,rupture,0.004830616582935802,0.017069574557708425,-0.012238957974772622
Lateral Meniscus,negative_association,24,едем,0.0,0.01197104400348388,-0.01197104400348388
Lateral Meniscus,negative_association,25,се,0.0,0.011927781978825092,-0.011927781978825092
Lateral Meniscus,negative_association,26,lateral meniscus normal,0.0,0.011804012050175132,-0.011804012050175132
Lateral Meniscus,negative_association,27,knee,0.015240990197664991,0.02695457440561435,-0.011713584207949358
Lateral Meniscus,negative_association,28,an,0.0,0.011572551594716499,-0.011572551594716499
Lateral Meniscus,negative_association,29,sin signos,0.0,0.011357213459451568,-0.011357213459451568
Lateral Meniscus,negative_association,30,sin signos de,0.0,0.011357213459451568,-0.011357213459451568
Lateral Meniscus,negative_association,31,lcl,0.0023077719360819846,0.013599928799972174,-0.01129215686389019
Lateral Meniscus,negative_association,32,acl,0.01149479965573011,0.022390459483123827,-0.010895659827393716
Lateral Meniscus,negative_association,33,de hoffa,0.0,0.010889789654872452,-0.010889789654872452
Lateral Meniscus,negative_association,34,grasa de hoffa,0.0,0.010889789654872452,-0.010889789654872452
Lateral Meniscus,negative_association,35,grasa,0.0,0.010889789654872452,-0.010889789654872452
Lateral Meniscus,negative_association,36,grasa de,0.0,0.010889789654872452,-0.010889789654872452
Lateral Meniscus,negative_association,37,fs,0.00360511546996596,0.014357783216608052,-0.010752667746642092
Lateral Meniscus,negative_association,38,normal medial,0.00648957345523001,0.01723181624986292,-0.010742242794632909
Lateral Meniscus,negative_association,39,излив,0.0,0.010319154589629198,-0.010319154589629198
Lateral Meniscus,negative_association,40,фрактура,0.0,0.010319154589629198,-0.010319154589629198
Medial OA,positive_association,1,oa,0.03688158578827479,0.00489303756051989,0.0319885482277549
Medial OA,positive_association,2,oa of,0.03179169471701268,0.0,0.03179169471701268
Medial OA,positive_association,3,signala,0.02898771153978967,0.003040466458074581,0.02594724508171509
Medial OA,positive_association,4,se,0.02414351581087205,0.0012071545147127715,0.02293636129615928
